management_no,volume,pdf_book_no,source_pdf,title,author,publisher,existing_book_id,existing_source_id,stage1_decision,keywords,related_subjects,related_majors,summary_or_notes,mini_use_note,source_zip
157,3,17,16-20.pdf,딥스,버지니아 M. 액슬린,,,booksrc_0087,기존 source 보강 후보,,,,"놀이치료, 언어치료, 예술치료, 물리치료, 아동 심리와 사회적 개입 방식 분석에 활용 가능","놀이치료, 언어치료, 예술치료, 물리치료, 아동 심리와 사회적 개입 방식 분석에 활용 가능",book3_pdf_156_160_stage1_result.zip
158,3,18,16-20.pdf,말테의 수기,라이너 마리아 릴케,,,booksrc_0088,기존 source 보강 후보,,,,"실존주의, 휴머니즘, 고독, 소통, 현대 도시사회 속 개인의 정체성 분석에 활용 가능","실존주의, 휴머니즘, 고독, 소통, 현대 도시사회 속 개인의 정체성 분석에 활용 가능",book3_pdf_156_160_stage1_result.zip
159,3,19,16-20.pdf,모비딕,허먼 멜빌,,,booksrc_0089,기존 source 보강 후보,,,,"고전 문학, 휴머니즘, 리더십, 모비 딕, 복수심과 리더의 역할 분석에 활용 가능","고전 문학, 휴머니즘, 리더십, 모비 딕, 복수심과 리더의 역할 분석에 활용 가능",book3_pdf_156_160_stage1_result.zip
160,3,20,16-20.pdf,문명화 과정,노르베르트 엘리아스,,,booksrc_0090,기존 source 보강 후보,,,,"스포츠 문화, 매너, 주식 문화, 팬 문화, 문명화와 자연스러운 본능 억제 분석에 활용 가능","스포츠 문화, 매너, 주식 문화, 팬 문화, 문명화와 자연스러운 본능 억제 분석에 활용 가능",book3_pdf_156_160_stage1_result.zip
161,3,21,21-25.pdf,미국의 민주주의,알렉시스 드 토크빌,,,booksrc_0091,기존 source 보강 후보,,,,"미국 민주주의, 인공지능, 평등, 민주주의 가치, 여론과 다수의 압력 분석에 활용 가능","미국 민주주의, 인공지능, 평등, 민주주의 가치, 여론과 다수의 압력 분석에 활용 가능",book3_pdf_161_165_stage1_result.zip
162,3,22,21-25.pdf,미움받을 용기,"기시미 이치로, 고가 후미타케",,,booksrc_0092,기존 source 보강 후보,,,,"인정 욕구, 자기결정성, 자아정체성, 현재 선택, 타인의 인정과 자아형성의 관계 분석에 활용 가능","인정 욕구, 자기결정성, 자아정체성, 현재 선택, 타인의 인정과 자아형성의 관계 분석에 활용 가능",book3_pdf_161_165_stage1_result.zip
163,3,23,21-25.pdf,백년 동안의 고독,G. 마르케스,,,booksrc_0093,기존 source 보강 후보,,,,"마술적 리얼리즘, 고독과 환상, 라틴아메리카 역사, 혈통과 서사 구조 분석에 활용 가능","마술적 리얼리즘, 고독과 환상, 라틴아메리카 역사, 혈통과 서사 구조 분석에 활용 가능",book3_pdf_161_165_stage1_result.zip
164,3,24,21-25.pdf,법의 정신,몽테스키외,,,booksrc_0094,기존 source 보강 후보,,,,"권력 분립, 법의 정신, 계몽주의, 자연민주주의, 민주사회에서 법과 자유의 관계 분석에 활용 가능","권력 분립, 법의 정신, 계몽주의, 자연민주주의, 민주사회에서 법과 자유의 관계 분석에 활용 가능",book3_pdf_161_165_stage1_result.zip
165,3,25,21-25.pdf,변신이야기,오비디우스,,,booksrc_0095,기존 source 보강 후보,,,,"변신, 욕망, 정체성, 처벌, 권력, 인간 정체성과 윤리 의식 형성 분석에 활용 가능","변신, 욕망, 정체성, 처벌, 권력, 인간 정체성과 윤리 의식 형성 분석에 활용 가능",book3_pdf_161_165_stage1_result.zip
166,3,26,26-30.pdf,보바리 부인,귀스타브 플로베르,,,booksrc_0096,기존 source 보강 후보,,,,"계급 의식, 사회 규범, 여성 주체성, 자기실현, 19세기 프랑스 사회의 여성 한계 분석에 활용 가능","계급 의식, 사회 규범, 여성 주체성, 자기실현, 19세기 프랑스 사회의 여성 한계 분석에 활용 가능",book3_pdf_166_170_stage1_result.zip
167,3,27,26-30.pdf,비통한 자들을 위한 정치학,파커 J. 파머,,,booksrc_0097,기존 source 보강 후보,,,,"공감 정치, 공적 서사 회복, 마음의 민주주의, 분노 초월, 현대 민주주의와 정치적 자유 분석에 활용 가능","공감 정치, 공적 서사 회복, 마음의 민주주의, 분노 초월, 현대 민주주의와 정치적 자유 분석에 활용 가능",book3_pdf_166_170_stage1_result.zip
168,3,28,26-30.pdf,"사람, 장소, 환대",김현경,,,booksrc_0098,기존 source 보강 후보,,,,"난민, 이민정책, 인간 환대, 상호문화, 장소성과 소속감, 공동체 윤리 분석에 활용 가능","난민, 이민정책, 인간 환대, 상호문화, 장소성과 소속감, 공동체 윤리 분석에 활용 가능",book3_pdf_166_170_stage1_result.zip
169,3,29,26-30.pdf,사회계약론,장 자크 루소,,,booksrc_0099,기존 source 보강 후보,,,,"계몽주의, 공동선, 일반의지, 정치사상, 현대 민주주의와 시민 자유 분석에 활용 가능","계몽주의, 공동선, 일반의지, 정치사상, 현대 민주주의와 시민 자유 분석에 활용 가능",book3_pdf_166_170_stage1_result.zip
170,3,30,26-30.pdf,새로운 약은 어떻게 창조되나,교토대학교대학원약학연구과,,,booksrc_0100,기존 source 보강 후보,,,,"데이터 분석, 플랫폼, 엑소좀, 치료제, DDS, AI 기반 신약 개발과 임상시험 효율화 분석에 활용 가능","데이터 분석, 플랫폼, 엑소좀, 치료제, DDS, AI 기반 신약 개발과 임상시험 효율화 분석에 활용 가능",book3_pdf_166_170_stage1_result.zip
171,3,31,31-35.pdf,설국,가와바타 야스나리,,,booksrc_0101,기존 source 보강 후보,,,,"인지적 착각, 자기합리화, 학습된 무력감, 허무주의, 인간을 진정으로 대하는 태도와 사회적 가치 분석에 활용 가능","인지적 착각, 자기합리화, 학습된 무력감, 허무주의, 인간을 진정으로 대하는 태도와 사회적 가치 분석에 활용 가능",book3_pdf_171_175_stage1_result.zip
172,3,32,31-35.pdf,성학집요,율곡 이이,,,booksrc_0102,기존 source 보강 후보,,,,"대통령, 리더십, 마키아벨리, 민주주의, 통치 능력과 도덕적 수양의 관계 분석에 활용 가능","대통령, 리더십, 마키아벨리, 민주주의, 통치 능력과 도덕적 수양의 관계 분석에 활용 가능",book3_pdf_171_175_stage1_result.zip
173,3,33,31-35.pdf,수레바퀴 아래서,헤르만 헤세,,,booksrc_0103,기존 source 보강 후보,,,,"획일화된 교육, 자아 상실, 성찰, 개인의 고유성과 주체성, 교육 시스템과 학생 성장 분석에 활용 가능","획일화된 교육, 자아 상실, 성찰, 개인의 고유성과 주체성, 교육 시스템과 학생 성장 분석에 활용 가능",book3_pdf_171_175_stage1_result.zip
174,3,34,31-35.pdf,숨결이 바람 될 때,폴 칼라니티,,,booksrc_0104,기존 source 보강 후보,,,,"죽음, 삶의 질, 자율성, 의미 추구, 생명의 본질, 의학과 환자 삶의 가치 분석에 활용 가능","죽음, 삶의 질, 자율성, 의미 추구, 생명의 본질, 의학과 환자 삶의 가치 분석에 활용 가능",book3_pdf_171_175_stage1_result.zip
175,3,35,31-35.pdf,시경,작자 미상,,,booksrc_0105,기존 source 보강 후보,,,,"도덕, 예, 효, 정치, 풍속, 풍자, 고전 문학의 윤리적 교훈과 현대사회 적용 가능성 분석에 활용 가능","도덕, 예, 효, 정치, 풍속, 풍자, 고전 문학의 윤리적 교훈과 현대사회 적용 가능성 분석에 활용 가능",book3_pdf_171_175_stage1_result.zip
176,3,36,36-40.pdf,신기관,프랜시스 베이컨,,,booksrc_0106,기존 source 보강 후보,,,,"귀납법, 우상, 경험주의, 과학적 방법, 비판적 사고와 현대사회 우상 분석에 활용 가능","귀납법, 우상, 경험주의, 과학적 방법, 비판적 사고와 현대사회 우상 분석에 활용 가능",book3_pdf_176_180_stage1_result.zip
177,3,37,36-40.pdf,아내를 모자로 착각한 남자,올리버 색스,,,booksrc_0107,기존 source 보강 후보,,,,"시각 실인증, 신경학적 장애, 환자 중심 의료, 공감과 이해, 뇌 질환 환자 삶의 질 분석에 활용 가능","시각 실인증, 신경학적 장애, 환자 중심 의료, 공감과 이해, 뇌 질환 환자 삶의 질 분석에 활용 가능",book3_pdf_176_180_stage1_result.zip
178,3,38,36-40.pdf,아픔이 길이 되려면,김승섭,,,booksrc_0108,기존 source 보강 후보,,,,"건강불평등, 사회역학, 구조적 차별, 건강권, 사회적 불평등과 개인 건강의 관계 분석에 활용 가능","건강불평등, 사회역학, 구조적 차별, 건강권, 사회적 불평등과 개인 건강의 관계 분석에 활용 가능",book3_pdf_176_180_stage1_result.zip
179,3,39,36-40.pdf,안나 카레니나,레프 톨스토이,,,booksrc_0109,기존 source 보강 후보,,,,"사랑, 사회 규범, 자유의지, 사회적 평판, 개인의 삶과 행복에 미치는 규범의 영향 분석에 활용 가능","사랑, 사회 규범, 자유의지, 사회적 평판, 개인의 삶과 행복에 미치는 규범의 영향 분석에 활용 가능",book3_pdf_176_180_stage1_result.zip
180,3,40,36-40.pdf,양철북,귄터 그라스,,,booksrc_0110,기존 source 보강 후보,,,,"기억, 망각, 저항, 집단 책임, 전쟁의 상흔, 역사적 비극 재발 방지를 위한 사회적 기억 분석에 활용 가능","기억, 망각, 저항, 집단 책임, 전쟁의 상흔, 역사적 비극 재발 방지를 위한 사회적 기억 분석에 활용 가능",book3_pdf_176_180_stage1_result.zip
181,3,41,41-45.pdf,엔트로피,제레미 리프킨,,,booksrc_0111,기존 source 보강 후보,,,,"열역학 제2법칙, 에너지 고갈, 환경 파괴, 기계론적 세계관, 지속가능성, 재생 에너지와 문명 전환 분석에 활용 가능","열역학 제2법칙, 에너지 고갈, 환경 파괴, 기계론적 세계관, 지속가능성, 재생 에너지와 문명 전환 분석에 활용 가능",book3_pdf_181_185_stage1_result.zip
182,3,42,41-45.pdf,역사를 위한 변명,마르크 블로크,,,booksrc_0112,기존 source 보강 후보,,,,"역사 해석, 객관성과 주관성, 역사교육, 인문주의, 엘리트 중심 교육, 역사 서술의 관점과 사회적 책임 분석에 활용 가능","역사 해석, 객관성과 주관성, 역사교육, 인문주의, 엘리트 중심 교육, 역사 서술의 관점과 사회적 책임 분석에 활용 가능",book3_pdf_181_185_stage1_result.zip
183,3,43,41-45.pdf,열하일기,박지원,,,booksrc_0113,기존 source 보강 후보,,,,"연암 박지원, 열하일기, 문화 교류, 담론, 양반과 국가, 과거제, 사화 구조와 지식인의 역할 분석에 활용 가능","연암 박지원, 열하일기, 문화 교류, 담론, 양반과 국가, 과거제, 사화 구조와 지식인의 역할 분석에 활용 가능",book3_pdf_181_185_stage1_result.zip
184,3,44,41-45.pdf,오래된 미래,헬레나 노르베리 호지,,,booksrc_0114,기존 source 보강 후보,,,,"개발, 농촌, 생태계 회복, 인간 중심, 물질적 성장, 지속가능발전, 지역 공동체와 경제 성장의 균형 분석에 활용 가능","개발, 농촌, 생태계 회복, 인간 중심, 물질적 성장, 지속가능발전, 지역 공동체와 경제 성장의 균형 분석에 활용 가능",book3_pdf_181_185_stage1_result.zip
185,3,45,41-45.pdf,우리 시대의 동물 해방,피터 싱어,,,booksrc_0115,기존 source 보강 후보,,,,"동물권, 동물 복지, 인간의 도덕적 잣대, 동물 해방, 공장식 축산, 식물 문제, 과학 연구와 산업이 동물에 미치는 영향 분석에 활용 가능","동물권, 동물 복지, 인간의 도덕적 잣대, 동물 해방, 공장식 축산, 식물 문제, 과학 연구와 산업이 동물에 미치는 영향 분석에 활용 가능",book3_pdf_181_185_stage1_result.zip
186,3,46,46-50.pdf,우파니샤드,정창영,,,booksrc_0116,기존 source 보강 후보,,,,"삶과 죽음, 무집착, 신앙, 이성, 욕망, 윤회, 범아일여, 명상, 고대 인도 철학과 현대사회 삶의 태도 분석에 활용 가능","삶과 죽음, 무집착, 신앙, 이성, 욕망, 윤회, 범아일여, 명상, 고대 인도 철학과 현대사회 삶의 태도 분석에 활용 가능",book3_pdf_186_190_stage1_result.zip
187,3,47,46-50.pdf,의사소통 행위이론,위르겐 하버마스,,,booksrc_0117,기존 source 보강 후보,,,,"공론장, 심의민주주의, 의사소통, 댓글, 알고리즘, 동등성, 민주주의와 온라인 토론 문화 분석에 활용 가능","공론장, 심의민주주의, 의사소통, 댓글, 알고리즘, 동등성, 민주주의와 온라인 토론 문화 분석에 활용 가능",book3_pdf_186_190_stage1_result.zip
188,3,48,46-50.pdf,이것은 미술이 아니다,메리 앤 스타니스제프스키,,,booksrc_0118,기존 source 보강 후보,,,,"예술의 종말, 해석과 담론, 다원주의, 시각중심주의, 공공미술, 사회문화적 맥락에서 예술 가치 분석에 활용 가능","예술의 종말, 해석과 담론, 다원주의, 시각중심주의, 공공미술, 사회문화적 맥락에서 예술 가치 분석에 활용 가능",book3_pdf_186_190_stage1_result.zip
189,3,49,46-50.pdf,이방인,알베르 카뮈,,,booksrc_0119,기존 source 보강 후보,,,,"법치와 도덕, 부조리, 청소년 비행, 회복적 사법, 사회 규범, 타인의 시선과 법적 판단의 관계 분석에 활용 가능","법치와 도덕, 부조리, 청소년 비행, 회복적 사법, 사회 규범, 타인의 시선과 법적 판단의 관계 분석에 활용 가능",book3_pdf_186_190_stage1_result.zip
190,3,50,46-50.pdf,이탈리아 르네상스 문화,야코프 부르크하르트,,,booksrc_0120,기존 source 보강 후보,,,,"르네상스, 인문주의 고전, 예술과 사회, 예술 결합, 창의성, 삽입성, 인간 중심 사상과 현대 교육·문화 발전 분석에 활용 가능","르네상스, 인문주의 고전, 예술과 사회, 예술 결합, 창의성, 삽입성, 인간 중심 사상과 현대 교육·문화 발전 분석에 활용 가능",book3_pdf_186_190_stage1_result.zip
191,3,51,51-55.pdf,인간의 조건,앙드레 말로,,,booksrc_0121,기존 source 보강 후보,,,,"생존, 신념, 연대, 인간 존엄, 폭력, 폭력적 현실 속 윤리적 딜레마와 책임 분석에 활용 가능","생존, 신념, 연대, 인간 존엄, 폭력, 폭력적 현실 속 윤리적 딜레마와 책임 분석에 활용 가능",book3_pdf_191_195_stage1_result.zip
192,3,52,51-55.pdf,일차원적 인간,H. 마르쿠제,,,booksrc_0122,기존 source 보강 후보,,,,"자본주의 리얼리즘, 자유의 제한, 대안 부재 인식, 대중문화와 소비자의 비판적 사고 분석에 활용 가능","자본주의 리얼리즘, 자유의 제한, 대안 부재 인식, 대중문화와 소비자의 비판적 사고 분석에 활용 가능",book3_pdf_191_195_stage1_result.zip
193,3,53,51-55.pdf,자본론,카를 마르크스,,,booksrc_0123,기존 source 보강 후보,,,,"자본, 불평등, 제도, 노동, 발전, 자동화와 AI 기술 발전이 노동시장과 일자리 양극화에 미치는 영향 분석에 활용 가능","자본, 불평등, 제도, 노동, 발전, 자동화와 AI 기술 발전이 노동시장과 일자리 양극화에 미치는 영향 분석에 활용 가능",book3_pdf_191_195_stage1_result.zip
194,3,54,51-55.pdf,적과 흑,스탕달,,,booksrc_0124,기존 source 보강 후보,,,,"능력주의, 사회적 자본, 불평등, 신분 상승 욕망, 개인 노력과 사회 구조의 관계 분석에 활용 가능","능력주의, 사회적 자본, 불평등, 신분 상승 욕망, 개인 노력과 사회 구조의 관계 분석에 활용 가능",book3_pdf_191_195_stage1_result.zip
195,3,55,51-55.pdf,정의론,존 롤스,,,booksrc_0125,기존 source 보강 후보,,,,"공정성, 평등, 능력주의, 분배 정의, 교육 기회의 불평등과 청소년 진로 선택의 관계 분석에 활용 가능","공정성, 평등, 능력주의, 분배 정의, 교육 기회의 불평등과 청소년 진로 선택의 관계 분석에 활용 가능",book3_pdf_191_195_stage1_result.zip
196,3,56,56-60.pdf,제3의 물결,앨빈 토플러,,,booksrc_0126,기존 source 보강 후보,,,,"기술 혁신, 사회적 고립, 정보화, 공동체, 불평등, 지식 사회와 지속가능한 발전의 관계 분석에 활용 가능","기술 혁신, 사회적 고립, 정보화, 공동체, 불평등, 지식 사회와 지속가능한 발전의 관계 분석에 활용 가능",book3_pdf_196_200_stage1_result.zip
197,3,57,56-60.pdf,죽은 경제학자의 살아있는 아이디어,토드 부크홀츠,,,booksrc_0127,기존 source 보강 후보,,,,"기술, 불평등, 제도, 선택, 산업혁명, 시장 구조 변화와 사회적 격차 분석에 활용 가능","기술, 불평등, 제도, 선택, 산업혁명, 시장 구조 변화와 사회적 격차 분석에 활용 가능",book3_pdf_196_200_stage1_result.zip
198,3,58,56-60.pdf,채식주의자,한강,,,booksrc_0128,기존 source 보강 후보,,,,"고통, 폭력, 인간 존엄, 연대, 진실, 신체와 자유, 비폭력적 저항이 사회에 미치는 영향 분석에 활용 가능","고통, 폭력, 인간 존엄, 연대, 진실, 신체와 자유, 비폭력적 저항이 사회에 미치는 영향 분석에 활용 가능",book3_pdf_196_200_stage1_result.zip
199,3,59,56-60.pdf,"총, 균, 쇠",재레드 다이아몬드,,,booksrc_0129,기존 source 보강 후보,,,,"기후, 기후 변화, 지리적 조건, 기후와 경제성장, 기술 발전과 지리적 한계 분석에 활용 가능","기후, 기후 변화, 지리적 조건, 기후와 경제성장, 기술 발전과 지리적 한계 분석에 활용 가능",book3_pdf_196_200_stage1_result.zip
200,3,60,56-60.pdf,침묵의 봄,레이첼 카슨,,,booksrc_0130,기존 source 보강 후보,,,,"화학물질, 환경 문제, 합성 유기화합물, 생물 다양성, 인간 편의와 생태계 교란의 관계 분석에 활용 가능","화학물질, 환경 문제, 합성 유기화합물, 생물 다양성, 인간 편의와 생태계 교란의 관계 분석에 활용 가능",book3_pdf_196_200_stage1_result.zip
201,3,61,61-65.pdf,카인의 후예,황순원,,,booksrc_0131,기존 source 보강 후보,,,,"이념 갈등, 분단, 갈등, 공동체, 해방, 극단적 사회 갈등 속 개인의 윤리적 선택과 감정 분석에 활용 가능","이념 갈등, 분단, 갈등, 공동체, 해방, 극단적 사회 갈등 속 개인의 윤리적 선택과 감정 분석에 활용 가능",book3_pdf_201_205_stage1_result.zip
202,3,62,61-65.pdf,태평천하,채만식,,,booksrc_0132,기존 source 보강 후보,,,,"세습, 기득권, 불평등, 격차, 재생산, 사회적 불평등과 계층 이동의 관계 분석에 활용 가능","세습, 기득권, 불평등, 격차, 재생산, 사회적 불평등과 계층 이동의 관계 분석에 활용 가능",book3_pdf_201_205_stage1_result.zip
203,3,63,61-65.pdf,통치론,존 로크,,,booksrc_0133,기존 source 보강 후보,,,,"시민권, 자유-개인주의 교육관, 경험주의, 자연권, 국가 권력과 개인 재산권의 관계 분석에 활용 가능","시민권, 자유-개인주의 교육관, 경험주의, 자연권, 국가 권력과 개인 재산권의 관계 분석에 활용 가능",book3_pdf_201_205_stage1_result.zip
204,3,64,61-65.pdf,"파타고니아, 파도가 칠 때는 서핑을",이본 쉬나드,,,booksrc_0134,기존 source 보강 후보,,,,"ESG 경영, 기업철학, 브랜드, 지속 가능 성장, 환경 보호와 기업의 사회적 책임 분석에 활용 가능","ESG 경영, 기업철학, 브랜드, 지속 가능 성장, 환경 보호와 기업의 사회적 책임 분석에 활용 가능",book3_pdf_201_205_stage1_result.zip
205,3,65,61-65.pdf,페르마의 마지막 정리,사이먼 싱,,,booksrc_0135,기존 source 보강 후보,,,,"수학, 과학, 실생활 문제해결, 창의적 사고, 수학적 사고력, 수학 발전과 증명 과정의 의미 분석에 활용 가능","수학, 과학, 실생활 문제해결, 창의적 사고, 수학적 사고력, 수학 발전과 증명 과정의 의미 분석에 활용 가능",book3_pdf_201_205_stage1_result.zip
206,3,66,66-70.pdf,펭귄과 리바이어던,요차이 벤클러,,,booksrc_0136,기존 source 보강 후보,,,,"플랫폼 경제, 공유 경제, 에너지 전환, 에너지 공유, 협력적 지성, 자발적 사회 참여와 협력이 개인의 창의성에 미치는 영향 분석에 활용 가능","플랫폼 경제, 공유 경제, 에너지 전환, 에너지 공유, 협력적 지성, 자발적 사회 참여와 협력이 개인의 창의성에 미치는 영향 분석에 활용 가능",book3_pdf_206_210_stage1_result.zip
207,3,67,66-70.pdf,프로테스탄트 윤리와 자본주의 정신,막스 베버,,,booksrc_0137,기존 source 보강 후보,,,,"프로테스탄트 윤리, 자본주의, 새로운 리더십, 민주주의, 금욕적 삶과 경제적 성공, 종교 윤리와 자본주의 발전 분석에 활용 가능","프로테스탄트 윤리, 자본주의, 새로운 리더십, 민주주의, 금욕적 삶과 경제적 성공, 종교 윤리와 자본주의 발전 분석에 활용 가능",book3_pdf_206_210_stage1_result.zip
208,3,68,66-70.pdf,하노버에서 온 음악편지,손열음,,,booksrc_0138,기존 source 보강 후보,,,,"추상표현주의, 예술의 본질, 국악과 서양 음악 융합, 예술 창작, 음악가의 삶과 예술 철학 분석에 활용 가능","추상표현주의, 예술의 본질, 국악과 서양 음악 융합, 예술 창작, 음악가의 삶과 예술 철학 분석에 활용 가능",book3_pdf_206_210_stage1_result.zip
209,3,69,66-70.pdf,한중록,혜경궁 홍씨,,,booksrc_0139,기존 source 보강 후보,,,,"창선감의록, 유교적 가치관, 인간 내면, 한중록, 역사 기록과 객관적 사실, 기록자의 관점과 사적인 감정 분석에 활용 가능","창선감의록, 유교적 가치관, 인간 내면, 한중록, 역사 기록과 객관적 사실, 기록자의 관점과 사적인 감정 분석에 활용 가능",book3_pdf_206_210_stage1_result.zip
210,3,70,66-70.pdf,혼돈으로부터의 질서,"일리야 프리고진, 이자벨 스텐저스",,,booksrc_0140,기존 source 보강 후보,,,,"혼돈과 질서, 카오스 이론, 르네상스, 기후 시스템, 자연 속 예측 가능성과 창의성의 관계 분석에 활용 가능","혼돈과 질서, 카오스 이론, 르네상스, 기후 시스템, 자연 속 예측 가능성과 창의성의 관계 분석에 활용 가능",book3_pdf_206_210_stage1_result.zip
