item_id,source_id,book_id,source_subject,source_unit_id,source_unit_name,source_subunit_order,source_subunit_name,source_question_no,problem_pdf_file,problem_pdf_page,solution_pdf_file,solution_ref_status,target_curriculum_subject,target_domain_id,target_domain_name,engine_unit_id,engine_unit_name,matched_problem_type_id,matched_problem_type_name,concept_ids,engine_type_default_difficulty,item_difficulty,mapping_status,review_status,variant_id,variant_tags,near_duplicate_group,duplicate_of,diversity_weight,diagnosis_weight,skill_tags,error_tags,prerequisite_tags,storage_policy,created_at
SIDAE_SU1_MORE_ALG_Q024,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,2,지수의 연산의 활용,024,2027 시대인재 기출MORE 지수와 로그.pdf,8,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT049,유리수 지수로 나타낸 수의 계산,H2_EL_C008|H2_EL_C009,standard,challenge,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT049___MIXED_REVIEW_FORM,exponent|mixed_review_form,H2_EL_PT049_02_mixed_review_form,,1.0,1.0,exponent|condition_check|answer_validation,power_root|nth_root|exponent_law|integer_natural_condition|algebraic_manipulation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q025,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,2,지수의 연산의 활용,025,2027 시대인재 기출MORE 지수와 로그.pdf,8,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT049,유리수 지수로 나타낸 수의 계산,H2_EL_C008|H2_EL_C009,standard,challenge,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT049___MIXED_REVIEW_FORM,exponent|mixed_review_form,H2_EL_PT049_02_mixed_review_form,,1.0,1.0,exponent|condition_check|answer_validation,power_root|nth_root|exponent_law|integer_natural_condition|algebraic_manipulation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q026,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,2,지수의 연산의 활용,026,2027 시대인재 기출MORE 지수와 로그.pdf,8,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT049,유리수 지수로 나타낸 수의 계산,H2_EL_C008|H2_EL_C009,standard,challenge,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT049___MIXED_REVIEW_FORM,exponent|mixed_review_form,H2_EL_PT049_02_mixed_review_form,,0.7,1.0,exponent|condition_check|answer_validation,power_root|nth_root|exponent_law|integer_natural_condition|algebraic_manipulation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q053,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,053,2027 시대인재 기출MORE 지수와 로그.pdf,15,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,core,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___BASIC_CONCEPT_FORM,log|basic_concept_form,H2_EL_PT095_05_basic_concept_form,,1.0,0.8,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q054,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,054,2027 시대인재 기출MORE 지수와 로그.pdf,16,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,core,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___BASIC_CONCEPT_FORM,log|basic_concept_form,H2_EL_PT095_05_basic_concept_form,,1.0,0.8,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q055,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,055,2027 시대인재 기출MORE 지수와 로그.pdf,16,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,core,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___BASIC_CONCEPT_FORM,log|basic_concept_form,H2_EL_PT095_05_basic_concept_form,,1.0,0.8,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q056,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,056,2027 시대인재 기출MORE 지수와 로그.pdf,16,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,core,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___BASIC_CONCEPT_FORM,log|basic_concept_form,H2_EL_PT095_05_basic_concept_form,,0.7,0.8,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q057,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,057,2027 시대인재 기출MORE 지수와 로그.pdf,16,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,application,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___CONDITION_APPLICATION_FORM,log|condition_application_form,H2_EL_PT095_05_condition_application_form,,1.0,0.9,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q058,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,058,2027 시대인재 기출MORE 지수와 로그.pdf,17,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,application,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___CONDITION_APPLICATION_FORM,log|condition_application_form,H2_EL_PT095_05_condition_application_form,,1.0,0.9,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q059,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,059,2027 시대인재 기출MORE 지수와 로그.pdf,17,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,application,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___CONDITION_APPLICATION_FORM,log|condition_application_form,H2_EL_PT095_05_condition_application_form,,1.0,0.9,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q060,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,060,2027 시대인재 기출MORE 지수와 로그.pdf,17,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,application,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___CONDITION_APPLICATION_FORM,log|condition_application_form,H2_EL_PT095_05_condition_application_form,,0.7,0.9,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q061,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,061,2027 시대인재 기출MORE 지수와 로그.pdf,18,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,application,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___CONDITION_APPLICATION_FORM,log|condition_application_form,H2_EL_PT095_05_condition_application_form,,0.7,0.9,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q062,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,062,2027 시대인재 기출MORE 지수와 로그.pdf,18,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,challenge,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___MIXED_REVIEW_FORM,log|mixed_review_form,H2_EL_PT095_05_mixed_review_form,,1.0,1.0,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q063,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,063,2027 시대인재 기출MORE 지수와 로그.pdf,18,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,challenge,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___MIXED_REVIEW_FORM,log|mixed_review_form,H2_EL_PT095_05_mixed_review_form,,1.0,1.0,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q064,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,064,2027 시대인재 기출MORE 지수와 로그.pdf,18,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,challenge,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___MIXED_REVIEW_FORM,log|mixed_review_form,H2_EL_PT095_05_mixed_review_form,,1.0,1.0,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q065,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,5,로그가 정의될 조건,065,2027 시대인재 기출MORE 지수와 로그.pdf,19,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT095,로그가 정의되도록 하는 조건,H2_EL_C015|H2_EL_C016,advanced,challenge,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT095___MIXED_REVIEW_FORM,log|mixed_review_form,H2_EL_PT095_05_mixed_review_form,,0.7,1.0,log|condition_check|answer_validation,condition_judgment|logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q066,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,6,로그의 기본 연산,066,2027 시대인재 기출MORE 지수와 로그.pdf,19,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT099,로그값 구하기,H2_EL_C017,basic,core,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT099___BASIC_CONCEPT_FORM,log|basic_concept_form,H2_EL_PT099_06_basic_concept_form,,1.0,0.8,log|condition_check|answer_validation,logarithm|algebraic_manipulation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q067,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,6,로그의 기본 연산,067,2027 시대인재 기출MORE 지수와 로그.pdf,19,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT099,로그값 구하기,H2_EL_C017,basic,core,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT099___BASIC_CONCEPT_FORM,log|basic_concept_form,H2_EL_PT099_06_basic_concept_form,,1.0,0.8,log|condition_check|answer_validation,logarithm|algebraic_manipulation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q068,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,6,로그의 기본 연산,068,2027 시대인재 기출MORE 지수와 로그.pdf,19,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT099,로그값 구하기,H2_EL_C017,basic,core,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT099___BASIC_CONCEPT_FORM,log|basic_concept_form,H2_EL_PT099_06_basic_concept_form,,1.0,0.8,log|condition_check|answer_validation,logarithm|algebraic_manipulation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q069,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,6,로그의 기본 연산,069,2027 시대인재 기출MORE 지수와 로그.pdf,20,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT099,로그값 구하기,H2_EL_C017,basic,core,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT099___BASIC_CONCEPT_FORM,log|basic_concept_form,H2_EL_PT099_06_basic_concept_form,,0.7,0.8,log|condition_check|answer_validation,logarithm|algebraic_manipulation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q070,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,6,로그의 기본 연산,070,2027 시대인재 기출MORE 지수와 로그.pdf,20,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT102,로그값 구하기,H2_EL_C018,basic,application,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT102___CONDITION_APPLICATION_FORM,log|condition_application_form,H2_EL_PT102_06_condition_application_form,,1.0,0.9,log|condition_check|answer_validation,logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q071,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,6,로그의 기본 연산,071,2027 시대인재 기출MORE 지수와 로그.pdf,20,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT102,로그값 구하기,H2_EL_C018,basic,application,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT102___CONDITION_APPLICATION_FORM,log|condition_application_form,H2_EL_PT102_06_condition_application_form,,1.0,0.9,log|condition_check|answer_validation,logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q072,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,6,로그의 기본 연산,072,2027 시대인재 기출MORE 지수와 로그.pdf,21,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT102,로그값 구하기,H2_EL_C018,basic,application,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT102___CONDITION_APPLICATION_FORM,log|condition_application_form,H2_EL_PT102_06_condition_application_form,,1.0,0.9,log|condition_check|answer_validation,logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q073,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,6,로그의 기본 연산,073,2027 시대인재 기출MORE 지수와 로그.pdf,21,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT102,로그값 구하기,H2_EL_C018,basic,application,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT102___CONDITION_APPLICATION_FORM,log|condition_application_form,H2_EL_PT102_06_condition_application_form,,0.7,0.9,log|condition_check|answer_validation,logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q074,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,6,로그의 기본 연산,074,2027 시대인재 기출MORE 지수와 로그.pdf,21,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT102,로그값 구하기,H2_EL_C018,basic,application,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT102___CONDITION_APPLICATION_FORM,log|condition_application_form,H2_EL_PT102_06_condition_application_form,,0.7,0.9,log|condition_check|answer_validation,logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q075,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,6,로그의 기본 연산,075,2027 시대인재 기출MORE 지수와 로그.pdf,21,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_EXP_LOG,지수와 로그,H2_EL_PT102,로그값 구하기,H2_EL_C018,basic,challenge,matched_by_source_subunit,teacher_review_recommended,H2_EL_PT102___MIXED_REVIEW_FORM,log|mixed_review_form,H2_EL_PT102_06_mixed_review_form,,1.0,1.0,log|condition_check|answer_validation,logarithm|domain_condition,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
